order_id,customer_id,amount,currency,completed_at
300131,6586,204.13,USD,2026-08-28 06:32:37
300132,2905,189.94,USD,2026-08-28 08:17:58
300133,7645,46.31,USD,2026-08-28 05:52:59
300134,7059,195.31,USD,2026-08-28 10:56:34
300135,4028,31.58,USD,2026-08-28 05:25:13
300136,2652,17.49,USD,2026-08-28 10:19:30
300137,1812,69.55,USD,2026-08-28 11:40:57
300138,4539,170.04,USD,2026-08-28 21:19:21
300139,2258,106.55,USD,2026-08-28 18:11:34
300140,2959,194.01,USD,2026-08-28 15:41:13
300141,2770,188.62,USD,2026-08-28 18:01:07
300142,9270,26.86,USD,2026-08-28 08:28:25
300143,1176,38.14,USD,2026-08-28 06:41:24
300144,6584,144.26,USD,2026-08-28 08:17:57
300145,2632,164.93,USD,2026-08-28 16:26:33
300146,1739,105.81,USD,2026-08-28 20:04:35
300147,3770,216.08,USD,2026-08-28 05:24:30
300148,1959,115.95,USD,2026-08-28 17:39:38
300149,9630,108.66,USD,2026-08-28 15:26:18
300150,9235,202.24,USD,2026-08-28 18:42:04
300151,3312,242.58,USD,2026-08-28 19:13:22
300152,4028,31.58,USD,2026-08-28 05:25:18
300153,8736,140.69,USD,2026-08-28 22:00:55
300154,3202,238.6,USD,2026-08-28 03:37:08
300155,5364,70.79,USD,2026-08-28 06:01:53
300156,1176,38.14,USD,2026-08-28 06:41:32
300157,8784,75.17,USD,2026-08-28 21:12:15
300158,9198,159.4,USD,2026-08-28 17:44:35
300159,8601,91.68,USD,2026-08-28 07:38:07
300160,1686,154.93,USD,2026-08-28 04:05:36
300161,5535,208.14,USD,2026-08-28 01:45:12
300162,9403,82.92,USD,2026-08-28 10:48:21
300163,6422,169.38,USD,2026-08-28 04:57:33
300164,9172,39.65,USD,2026-08-28 11:15:42
300165,8752,130.86,USD,2026-08-28 12:17:23
300166,1857,125.45,USD,2026-08-28 00:13:16
300167,4356,38.26,USD,2026-08-28 10:29:26
300168,1481,232.44,USD,2026-08-28 03:12:33
300169,1276,214.12,USD,2026-08-28 09:24:06
300170,3023,65.12,USD,2026-08-28 20:59:47
300171,3911,175.29,USD,2026-08-28 14:51:37
