order_id,customer_id,amount,currency,completed_at
127,6491,81.69,USD,2026-08-01 21:05:00
128,4848,238.72,USD,2026-08-01 02:52:00
129,4262,67.79,USD,2026-08-01 21:19:00
130,8784,25.86,USD,2026-08-01 04:01:00
131,8461,195.59,USD,2026-08-01 19:54:00
132,4185,162.99,USD,2026-08-01 13:56:00
133,7547,105.23,USD,2026-08-01 22:44:00
134,1090,169.17,USD,2026-08-01 07:09:00
135,3881,114.91,USD,2026-08-01 03:49:00
136,5082,124.17,USD,2026-08-01 22:33:00
137,8612,46.33,USD,2026-08-01 03:29:00
138,6198,247.15,USD,2026-08-01 21:33:00
139,9270,206.53,USD,2026-08-01 14:39:00
140,8305,228.11,USD,2026-08-01 13:53:00
141,8373,217.45,USD,2026-08-01 05:47:00
142,5543,73.1,USD,2026-08-01 08:48:00
143,5499,162.29,USD,2026-08-01 16:31:00
144,4841,182.68,USD,2026-08-01 14:04:00
145,9849,90.13,USD,2026-08-01 08:21:00
146,7275,50.45,USD,2026-08-01 02:08:00
147,2052,181.01,USD,2026-08-01 22:09:00
148,8633,92.76,USD,2026-08-01 13:26:00
149,7883,63.61,USD,2026-08-01 13:03:00
150,1320,195.9,USD,2026-08-01 12:57:00
151,6763,127.09,USD,2026-08-01 18:24:00
152,7865,106.65,USD,2026-08-01 09:48:00
153,4613,187.64,USD,2026-08-01 17:47:00
154,8956,79.14,USD,2026-08-01 15:14:00
155,7624,93.99,USD,2026-08-01 00:24:00
156,3091,124.84,USD,2026-08-02 05:53:00
157,7455,21.34,USD,2026-08-02 19:34:00
158,2375,170.8,USD,2026-08-02 18:36:00
159,8564,46.89,USD,2026-08-02 20:27:00
160,6363,76.14,USD,2026-08-02 05:03:00
161,7211,91.81,USD,2026-08-02 06:29:00
162,7906,238.53,USD,2026-08-02 08:48:00
163,1317,34.25,USD,2026-08-02 08:53:00
164,6733,27.24,USD,2026-08-02 23:34:00
165,1659,31.13,USD,2026-08-02 07:41:00
166,1333,61.85,USD,2026-08-02 00:15:00
167,8758,71.06,USD,2026-08-02 19:09:00
168,4571,147.53,USD,2026-08-02 21:07:00
169,7043,75.22,USD,2026-08-02 14:44:00
170,2876,157.7,USD,2026-08-02 05:38:00
171,1420,40.4,USD,2026-08-02 05:19:00
172,7149,174.18,USD,2026-08-02 09:36:00
173,4978,61.61,USD,2026-08-02 12:45:00
174,2983,196.53,USD,2026-08-02 03:44:00
175,9728,24.65,USD,2026-08-02 18:50:00
176,9289,102.08,USD,2026-08-02 13:42:00
177,7882,17.97,USD,2026-08-02 20:21:00
178,6934,116.88,USD,2026-08-02 15:06:00
179,3506,209.75,USD,2026-08-02 20:57:00
180,5425,187.44,USD,2026-08-02 13:11:00
181,8921,231.11,USD,2026-08-02 19:51:00
182,5397,209.05,USD,2026-08-02 14:27:00
183,2419,72.69,USD,2026-08-02 10:54:00
184,8613,120.94,USD,2026-08-02 08:56:00
185,6511,172.02,USD,2026-08-02 18:39:00
186,3979,214.97,USD,2026-08-02 00:31:00
187,5232,98.38,USD,2026-08-02 15:13:00
188,5526,221.88,USD,2026-08-02 10:17:00
189,4130,136.41,USD,2026-08-02 17:00:00
190,9004,184.22,USD,2026-08-02 02:15:00
191,8800,71.48,USD,2026-08-02 17:48:00
192,1282,130.34,USD,2026-08-02 20:45:00
193,4986,67.08,USD,2026-08-02 02:18:00
194,8753,151.67,USD,2026-08-02 09:42:00
195,6419,95.78,USD,2026-08-02 17:33:00
196,6023,121.63,USD,2026-08-02 11:44:00
197,4155,43.35,USD,2026-08-02 08:14:00
198,4033,189.58,USD,2026-08-02 10:07:00
199,5530,188.57,USD,2026-08-02 06:13:00
200,9595,244.5,USD,2026-08-02 23:37:00
201,4180,245.42,USD,2026-08-02 19:18:00
202,5952,99.81,USD,2026-08-02 09:14:00
203,5494,140.52,USD,2026-08-02 00:45:00
204,3068,145.04,USD,2026-08-02 01:03:00
205,2680,191.91,USD,2026-08-02 20:55:00
206,8843,81.82,USD,2026-08-02 00:36:00
207,1841,58.33,USD,2026-08-02 14:21:00
208,2070,127.27,USD,2026-08-02 08:55:00
209,1878,32.41,USD,2026-08-02 12:31:00
210,5978,205.62,USD,2026-08-02 04:09:00
211,7818,42.84,USD,2026-08-02 02:15:00
212,4697,200.82,USD,2026-08-02 19:38:00
213,8253,120.87,USD,2026-08-02 16:24:00
214,8025,153.3,USD,2026-08-02 09:55:00
215,2625,160.94,USD,2026-08-02 09:36:00
216,2330,64.59,USD,2026-08-02 06:40:00
217,2229,55.85,USD,2026-08-02 05:15:00
218,8699,111.0,USD,2026-08-02 05:00:00
219,5632,69.4,USD,2026-08-02 09:02:00
220,4824,121.7,USD,2026-08-02 22:55:00
221,4241,200.94,USD,2026-08-02 08:50:00
222,3441,142.97,USD,2026-08-02 13:07:00
223,1977,48.43,USD,2026-08-02 08:52:00
224,5728,87.29,USD,2026-08-02 05:50:00
225,5982,125.14,USD,2026-08-02 14:07:00
226,9199,236.53,USD,2026-08-02 22:25:00
227,1653,117.87,USD,2026-08-02 17:31:00
228,5102,90.75,USD,2026-08-02 13:47:00
229,1339,68.8,USD,2026-08-02 00:05:00
230,1659,78.34,USD,2026-08-02 21:52:00
231,8245,136.96,USD,2026-08-02 05:30:00
232,8141,249.28,USD,2026-08-02 08:11:00
233,2494,130.56,USD,2026-08-02 20:52:00
234,6260,110.96,USD,2026-08-02 15:22:00
235,6403,216.57,USD,2026-08-02 21:06:00
236,7561,131.44,USD,2026-08-02 13:44:00
237,6153,121.88,USD,2026-08-02 17:02:00
238,7622,42.24,USD,2026-08-02 08:20:00
239,9889,247.21,USD,2026-08-02 16:52:00
240,9494,27.74,USD,2026-08-02 14:26:00
241,8242,192.76,USD,2026-08-02 11:39:00
242,3146,77.76,USD,2026-08-02 01:13:00
243,8941,222.0,USD,2026-08-02 09:28:00
244,4920,243.69,USD,2026-08-02 03:01:00
245,1224,88.03,USD,2026-08-02 22:10:00
246,2858,36.9,USD,2026-08-02 17:26:00
247,3522,167.21,USD,2026-08-02 14:07:00
248,9337,183.4,USD,2026-08-02 15:59:00
249,8905,112.64,USD,2026-08-02 22:17:00
250,3369,122.34,USD,2026-08-02 15:15:00
251,9327,231.64,USD,2026-08-02 12:12:00
252,2143,47.08,USD,2026-08-02 23:56:00
253,7798,200.65,USD,2026-08-02 08:49:00
254,5377,200.11,USD,2026-08-02 10:59:00
255,9022,185.62,USD,2026-08-02 00:18:00
256,6654,141.57,USD,2026-08-02 04:28:00
257,7180,194.28,USD,2026-08-02 10:35:00
258,4090,90.62,USD,2026-08-02 14:59:00
259,4826,149.37,USD,2026-08-02 22:15:00
260,8749,89.77,USD,2026-08-02 13:02:00
261,7325,205.68,USD,2026-08-02 22:58:00
262,3492,207.88,USD,2026-08-02 21:50:00
263,6439,44.67,USD,2026-08-02 15:02:00
264,2633,213.58,USD,2026-08-02 03:55:00
265,3361,122.38,USD,2026-08-02 16:58:00
266,3529,168.87,USD,2026-08-02 13:55:00
267,5342,198.66,USD,2026-08-02 02:30:00
268,2315,177.79,USD,2026-08-02 10:39:00
269,9742,173.47,USD,2026-08-02 10:54:00
270,8994,162.3,USD,2026-08-02 12:20:00
271,4846,160.1,USD,2026-08-02 17:02:00
272,4727,231.42,USD,2026-08-02 20:43:00
273,2612,116.98,USD,2026-08-02 23:05:00
274,8269,220.06,USD,2026-08-02 20:45:00
275,1474,85.37,USD,2026-08-02 05:44:00
276,5806,202.09,USD,2026-08-02 01:20:00
277,5000,116.21,USD,2026-08-02 11:23:00
278,3950,147.99,USD,2026-08-02 16:26:00
279,7267,33.56,USD,2026-08-02 05:11:00
280,3344,71.6,USD,2026-08-02 19:43:00
281,8529,164.91,USD,2026-08-02 07:29:00
282,8622,17.21,USD,2026-08-02 08:42:00
283,2210,143.45,USD,2026-08-02 09:43:00
284,5901,247.1,USD,2026-08-02 14:22:00
285,8484,177.22,USD,2026-08-02 20:27:00
286,8916,249.85,USD,2026-08-02 09:12:00
287,6881,104.62,USD,2026-08-02 03:15:00
288,5837,248.28,USD,2026-08-02 18:18:00
289,5497,169.68,USD,2026-08-02 00:53:00
290,1803,218.29,USD,2026-08-02 00:36:00
291,5689,131.73,USD,2026-08-02 19:47:00
292,4588,203.45,USD,2026-08-02 07:38:00
293,3240,160.91,USD,2026-08-02 20:12:00
294,1645,227.3,USD,2026-08-02 20:06:00
295,6977,118.59,USD,2026-08-02 09:50:00
296,5835,36.18,USD,2026-08-02 23:08:00
297,4289,112.64,USD,2026-08-02 10:47:00
298,6994,141.76,USD,2026-08-02 04:50:00
299,3695,229.67,USD,2026-08-02 16:32:00
300,8894,208.8,USD,2026-08-02 08:58:00
301,2886,219.54,USD,2026-08-02 09:47:00
302,4696,48.08,USD,2026-08-02 14:04:00
303,7511,173.49,USD,2026-08-02 21:46:00
304,7464,36.22,USD,2026-08-02 17:23:00
305,8451,141.09,USD,2026-08-02 00:16:00
306,5295,191.02,USD,2026-08-02 11:43:00
307,7086,208.27,USD,2026-08-02 18:24:00
308,1410,69.95,USD,2026-08-02 03:43:00
309,6374,236.64,USD,2026-08-02 19:56:00
310,8606,167.2,USD,2026-08-02 19:14:00
311,2911,167.57,USD,2026-08-02 22:19:00
312,5986,237.37,USD,2026-08-02 04:02:00
313,9807,37.84,USD,2026-08-02 15:07:00
314,9850,102.19,USD,2026-08-03 12:29:00
315,3531,189.43,USD,2026-08-03 13:37:00
316,9017,38.27,USD,2026-08-03 13:41:00
317,5583,235.68,USD,2026-08-03 19:26:00
318,8264,102.07,USD,2026-08-03 01:44:00
319,2627,216.03,USD,2026-08-03 14:15:00
320,6876,142.95,USD,2026-08-03 21:23:00
321,3001,79.83,USD,2026-08-03 01:25:00
322,1349,170.75,USD,2026-08-03 14:05:00
323,3063,93.37,USD,2026-08-03 01:50:00
324,4394,31.12,USD,2026-08-03 18:13:00
325,4817,206.07,USD,2026-08-03 18:13:00
326,1046,49.68,USD,2026-08-03 10:49:00
327,3129,246.25,USD,2026-08-03 08:54:00
328,2801,202.65,USD,2026-08-03 17:16:00
329,1243,21.06,USD,2026-08-03 21:55:00
330,6304,200.28,USD,2026-08-03 11:50:00
331,3076,77.36,USD,2026-08-03 00:11:00
332,2041,138.63,USD,2026-08-03 23:26:00
333,9408,197.83,USD,2026-08-03 15:28:00
334,4629,121.22,USD,2026-08-03 18:06:00
335,9543,185.9,USD,2026-08-03 19:02:00
336,1510,166.19,USD,2026-08-03 09:29:00
337,7984,214.12,USD,2026-08-03 01:30:00
338,8267,130.21,USD,2026-08-03 21:06:00
339,3430,33.99,USD,2026-08-03 02:57:00
340,9984,79.63,USD,2026-08-03 02:08:00
341,9692,104.51,USD,2026-08-03 22:20:00
342,8048,133.8,USD,2026-08-03 09:29:00
343,4522,179.92,USD,2026-08-03 03:50:00
344,7779,223.7,USD,2026-08-03 13:28:00
345,7815,121.57,USD,2026-08-03 10:52:00
346,6120,88.45,USD,2026-08-03 23:06:00
347,3500,102.96,USD,2026-08-03 21:16:00
348,2494,126.45,USD,2026-08-03 21:59:00
349,7105,116.49,USD,2026-08-03 02:05:00
350,6400,29.1,USD,2026-08-03 04:35:00
351,7929,111.54,USD,2026-08-03 21:07:00
352,6119,242.57,USD,2026-08-03 23:03:00
353,4485,150.81,USD,2026-08-03 11:06:00
354,2773,128.31,USD,2026-08-03 04:42:00
355,2882,145.72,USD,2026-08-03 11:54:00
356,8030,68.15,USD,2026-08-03 08:36:00
357,1430,207.33,USD,2026-08-03 17:49:00
358,5381,169.59,USD,2026-08-03 19:59:00
359,6062,79.22,USD,2026-08-03 00:11:00
360,3347,16.43,USD,2026-08-03 10:22:00
361,3324,109.18,USD,2026-08-03 18:42:00
362,2503,243.38,USD,2026-08-03 23:40:00
363,7878,65.56,USD,2026-08-03 23:33:00
364,6105,51.99,USD,2026-08-03 14:21:00
365,2391,197.56,USD,2026-08-03 23:20:00
366,1815,51.99,USD,2026-08-03 01:09:00
367,7947,78.94,USD,2026-08-03 21:05:00
368,5475,118.88,USD,2026-08-03 15:38:00
369,6655,135.4,USD,2026-08-03 06:48:00
370,8972,81.56,USD,2026-08-03 13:07:00
371,4612,87.48,USD,2026-08-03 16:42:00
372,4349,27.87,USD,2026-08-03 12:38:00
373,5186,195.33,USD,2026-08-03 09:13:00
374,9149,43.2,USD,2026-08-03 09:20:00
375,7229,56.29,USD,2026-08-03 23:27:00
376,6802,69.08,USD,2026-08-03 17:45:00
377,1693,217.51,USD,2026-08-03 02:25:00
378,2275,123.04,USD,2026-08-03 13:01:00
379,7626,115.88,USD,2026-08-03 10:36:00
380,2887,113.16,USD,2026-08-03 22:40:00
381,3815,242.06,USD,2026-08-03 12:01:00
382,6928,210.53,USD,2026-08-03 19:29:00
383,4986,213.45,USD,2026-08-03 02:27:00
384,2288,109.11,USD,2026-08-03 13:37:00
385,6562,87.91,USD,2026-08-03 12:55:00
386,2251,198.09,USD,2026-08-03 07:21:00
387,9355,41.8,USD,2026-08-03 16:40:00
388,6752,197.41,USD,2026-08-03 06:57:00
389,3419,166.68,USD,2026-08-03 23:52:00
390,4232,49.41,USD,2026-08-03 07:06:00
391,2234,50.92,USD,2026-08-03 05:38:00
392,8601,162.57,USD,2026-08-03 05:49:00
393,6295,151.18,USD,2026-08-03 18:48:00
394,2118,50.47,USD,2026-08-03 20:20:00
395,5500,163.38,USD,2026-08-03 15:28:00
396,2215,97.71,USD,2026-08-03 18:03:00
397,1932,121.2,USD,2026-08-03 09:29:00
398,2479,82.46,USD,2026-08-03 11:53:00
399,8581,134.16,USD,2026-08-03 19:38:00
400,1672,239.24,USD,2026-08-03 18:35:00
401,4084,205.31,USD,2026-08-03 14:58:00
402,3471,126.77,USD,2026-08-03 10:38:00
403,6626,39.32,USD,2026-08-03 01:28:00
404,3827,133.57,USD,2026-08-03 22:05:00
405,8199,181.29,USD,2026-08-03 01:15:00
406,6962,158.3,USD,2026-08-03 16:33:00
407,7697,81.48,USD,2026-08-03 11:58:00
408,6482,155.5,USD,2026-08-03 10:43:00
409,7333,37.21,USD,2026-08-03 02:21:00
410,3463,185.08,USD,2026-08-03 09:16:00
411,3317,151.94,USD,2026-08-03 10:05:00
412,7421,242.41,USD,2026-08-03 11:19:00
413,2388,181.58,USD,2026-08-03 04:38:00
414,6381,103.52,USD,2026-08-03 09:35:00
415,9624,180.17,USD,2026-08-03 04:42:00
416,9331,172.56,USD,2026-08-03 02:41:00
417,3953,100.21,USD,2026-08-03 11:01:00
418,8967,237.7,USD,2026-08-03 06:21:00
419,3538,249.99,USD,2026-08-03 06:14:00
420,2657,213.44,USD,2026-08-03 02:18:00
421,9626,141.85,USD,2026-08-03 16:49:00
422,3147,94.14,USD,2026-08-03 01:42:00
423,3962,51.25,USD,2026-08-03 19:24:00
424,3712,161.81,USD,2026-08-03 22:49:00
425,6968,25.27,USD,2026-08-03 23:28:00
426,8277,70.82,USD,2026-08-03 21:46:00
427,8355,191.81,USD,2026-08-03 19:18:00
428,8684,71.2,USD,2026-08-03 07:34:00
429,8218,174.4,USD,2026-08-03 06:23:00
430,7256,81.22,USD,2026-08-03 14:49:00
431,3655,113.39,USD,2026-08-03 16:33:00
432,5096,157.1,USD,2026-08-03 06:51:00
433,7081,127.94,USD,2026-08-03 01:41:00
434,9452,39.11,USD,2026-08-03 17:59:00
435,3626,34.71,USD,2026-08-03 03:18:00
436,3414,227.75,USD,2026-08-03 08:28:00
437,4637,237.41,USD,2026-08-03 13:05:00
438,1436,97.15,USD,2026-08-03 14:56:00
439,7126,108.17,USD,2026-08-03 13:03:00
440,7142,248.71,USD,2026-08-03 07:24:00
441,2623,89.89,USD,2026-08-03 07:01:00
442,3392,93.79,USD,2026-08-03 22:41:00
443,8740,82.42,USD,2026-08-03 04:02:00
444,8685,47.62,USD,2026-08-03 22:53:00
445,2298,16.23,USD,2026-08-03 14:39:00
446,3449,65.68,USD,2026-08-03 00:16:00
447,7934,158.09,USD,2026-08-03 17:46:00
448,5934,82.7,USD,2026-08-03 03:49:00
449,8489,71.03,USD,2026-08-03 03:03:00
450,9189,211.62,USD,2026-08-03 02:07:00
451,9443,18.86,USD,2026-08-03 19:34:00
452,5772,183.86,USD,2026-08-03 18:15:00
453,7825,97.91,USD,2026-08-04 00:39:00
454,9576,172.03,USD,2026-08-04 05:42:00
455,9914,239.05,USD,2026-08-04 11:04:00
456,1333,247.26,USD,2026-08-04 16:50:00
457,7338,125.48,USD,2026-08-04 12:55:00
458,6850,190.62,USD,2026-08-04 11:16:00
459,2698,71.66,USD,2026-08-04 02:22:00
460,3185,192.82,USD,2026-08-04 18:47:00
461,3868,143.31,USD,2026-08-04 01:22:00
462,8840,245.49,USD,2026-08-04 21:29:00
463,2033,205.7,USD,2026-08-04 20:11:00
464,1605,236.75,USD,2026-08-04 22:49:00
465,4268,25.29,USD,2026-08-04 09:12:00
466,9444,234.34,USD,2026-08-04 01:20:00
467,5150,142.61,USD,2026-08-04 12:52:00
468,5687,167.02,USD,2026-08-04 01:48:00
469,6438,198.5,USD,2026-08-04 11:55:00
470,8159,202.85,USD,2026-08-04 08:07:00
471,7334,118.34,USD,2026-08-04 12:47:00
472,9151,131.61,USD,2026-08-04 10:11:00
473,5369,202.36,USD,2026-08-04 11:59:00
474,8055,114.76,USD,2026-08-04 02:46:00
475,5813,57.41,USD,2026-08-04 19:52:00
476,5843,33.82,USD,2026-08-04 10:06:00
477,7981,156.62,USD,2026-08-04 09:28:00
478,8325,119.32,USD,2026-08-04 05:44:00
479,6776,219.46,USD,2026-08-04 01:46:00
480,1939,79.52,USD,2026-08-04 19:27:00
481,6952,164.82,USD,2026-08-04 02:42:00
482,3621,191.23,USD,2026-08-04 16:51:00
483,8179,214.44,USD,2026-08-04 00:09:00
484,7001,30.8,USD,2026-08-04 01:08:00
485,1530,238.12,USD,2026-08-04 11:24:00
486,7077,174.58,USD,2026-08-04 19:09:00
487,3255,194.32,USD,2026-08-04 11:28:00
488,5566,108.54,USD,2026-08-04 16:23:00
489,4048,21.09,USD,2026-08-04 07:07:00
490,2929,105.94,USD,2026-08-04 15:33:00
491,8311,76.17,USD,2026-08-04 08:49:00
492,9047,82.11,USD,2026-08-04 06:39:00
493,2213,46.9,USD,2026-08-04 06:07:00
494,8292,226.19,USD,2026-08-04 14:11:00
495,6236,175.25,USD,2026-08-04 02:51:00
496,9882,181.74,USD,2026-08-04 21:22:00
497,3580,85.49,USD,2026-08-04 09:57:00
498,3852,232.92,USD,2026-08-04 22:45:00
499,4292,67.7,USD,2026-08-04 11:32:00
500,1430,200.74,USD,2026-08-04 04:15:00
501,8657,149.49,USD,2026-08-04 11:35:00
502,2412,158.81,USD,2026-08-04 17:08:00
503,8842,108.57,USD,2026-08-04 02:19:00
504,2208,195.75,USD,2026-08-04 16:26:00
505,8372,165.95,USD,2026-08-04 04:20:00
506,3102,136.58,USD,2026-08-04 14:43:00
507,3114,153.13,USD,2026-08-04 17:40:00
508,1907,229.02,USD,2026-08-04 13:32:00
509,3697,50.96,USD,2026-08-04 03:33:00
510,4694,234.66,USD,2026-08-04 05:20:00
511,2292,225.31,USD,2026-08-04 11:33:00
512,5496,164.24,USD,2026-08-04 08:12:00
513,9740,86.16,USD,2026-08-04 04:40:00
514,3526,165.63,USD,2026-08-04 02:32:00
515,6531,161.75,USD,2026-08-04 05:42:00
516,1464,208.93,USD,2026-08-04 18:02:00
517,5336,237.91,USD,2026-08-04 02:02:00
518,7825,195.24,USD,2026-08-04 20:13:00
519,9938,22.12,USD,2026-08-04 19:40:00
520,8912,239.81,USD,2026-08-04 09:41:00
521,7653,204.73,USD,2026-08-04 07:51:00
522,1981,32.15,USD,2026-08-04 09:29:00
523,8609,112.67,USD,2026-08-04 05:28:00
524,6121,157.57,USD,2026-08-04 06:21:00
525,6658,187.54,USD,2026-08-04 22:20:00
526,9437,193.76,USD,2026-08-04 12:08:00
527,8642,89.99,USD,2026-08-04 17:06:00
528,3308,120.66,USD,2026-08-04 03:17:00
529,7293,83.2,USD,2026-08-04 03:03:00
530,3616,73.34,USD,2026-08-04 19:26:00
531,6123,150.76,USD,2026-08-04 10:59:00
532,9433,52.45,USD,2026-08-04 06:48:00
533,9148,221.58,USD,2026-08-04 14:31:00
534,9281,237.13,USD,2026-08-04 00:05:00
535,6781,65.56,USD,2026-08-04 14:15:00
536,8710,81.12,USD,2026-08-04 01:03:00
537,2761,16.92,USD,2026-08-04 09:34:00
538,6992,222.38,USD,2026-08-04 13:08:00
539,1838,25.63,USD,2026-08-04 12:23:00
540,5728,60.74,USD,2026-08-04 18:35:00
541,5582,133.5,USD,2026-08-04 02:24:00
542,3108,158.6,USD,2026-08-04 19:43:00
543,6555,102.7,USD,2026-08-04 03:25:00
544,4261,192.42,USD,2026-08-04 17:23:00
545,1659,109.33,USD,2026-08-04 19:32:00
546,6456,47.2,USD,2026-08-04 01:02:00
547,9446,122.39,USD,2026-08-04 15:33:00
548,6218,233.87,USD,2026-08-04 04:20:00
549,5902,247.79,USD,2026-08-04 05:25:00
550,9351,134.22,USD,2026-08-04 18:21:00
551,5911,181.55,USD,2026-08-04 17:31:00
552,6427,18.91,USD,2026-08-04 15:52:00
553,6040,245.28,USD,2026-08-04 21:07:00
554,1436,176.69,USD,2026-08-04 23:55:00
555,4728,77.4,USD,2026-08-04 19:30:00
556,3793,152.13,USD,2026-08-04 23:03:00
557,7229,184.48,USD,2026-08-04 16:40:00
558,1517,174.97,USD,2026-08-04 04:52:00
