order_id,customer_id,amount,currency,completed_at
600098,9941,44.59,USD,2026-08-30 07:08:00
600099,7289,244.64,USD,2026-08-30 05:15:00
600100,8871,147.43,USD,2026-08-30 19:27:00
600101,1538,47.14,USD,2026-08-30 08:16:00
600102,3885,120.38,USD,2026-08-30 06:48:00
600103,1042,237.8,USD,2026-08-30 18:06:00
600104,7441,43.18,USD,2026-08-30 16:10:00
600105,9696,217.51,USD,2026-08-30 15:31:00
600106,8707,205.73,USD,2026-08-30 22:34:00
600107,7362,166.39,USD,2026-08-30 06:53:00
600108,1174,231.0,USD,2026-08-30 04:49:00
600109,3176,74.18,USD,2026-08-30 10:26:00
600110,6945,153.26,USD,2026-08-30 09:23:00
600111,3894,198.31,USD,2026-08-30 07:00:00
600112,4793,161.29,USD,2026-08-30 02:26:00
600113,7747,60.64,USD,2026-08-30 20:05:00
600114,3417,228.95,USD,2026-08-30 04:48:00
600115,9524,239.2,USD,2026-08-30 16:59:00
600116,6968,242.64,USD,2026-08-30 16:49:00
600117,7384,182.41,USD,2026-08-30 10:53:00
600118,2093,170.99,USD,2026-08-30 08:41:00
600119,3541,24.68,USD,2026-08-30 08:08:00
600120,2419,41.7,USD,2026-08-30 16:32:00
600121,3046,171.25,USD,2026-08-30 02:53:00
600122,5001,94.51,USD,2026-08-30 06:22:00
600123,3056,68.01,USD,2026-08-30 05:11:00
600124,2810,233.0,USD,2026-08-30 15:47:00
600125,4216,47.12,USD,2026-08-30 23:39:00
600126,6443,187.49,USD,2026-08-30 18:23:00
600127,5488,229.24,USD,2026-08-30 20:16:00
600128,1489,222.36,USD,2026-08-30 00:03:00
600129,2004,122.1,USD,2026-08-30 15:40:00
600130,2661,224.73,USD,2026-08-30 00:17:00
600131,2670,161.6,USD,2026-08-30 12:59:00
600132,3325,216.86,USD,2026-08-30 23:53:00
600133,8684,171.82,USD,2026-08-30 04:23:00
600134,9711,200.07,USD,2026-08-30 23:25:00
600135,7119,246.66,USD,2026-08-30 04:06:00
600136,3089,248.62,USD,2026-08-30 00:57:00
600137,2153,127.83,USD,2026-08-30 21:35:00
600138,4253,108.81,USD,2026-08-30 15:07:00
600139,6421,54.94,USD,2026-08-30 17:55:00
600140,6667,142.33,USD,2026-08-30 08:51:00
600141,5477,176.85,USD,2026-08-30 09:34:00
600142,1749,245.58,USD,2026-08-30 14:35:00
600143,1053,73.67,USD,2026-08-30 16:47:00
600144,9794,207.11,USD,2026-08-30 16:56:00
600145,6255,213.39,USD,2026-08-30 08:10:00
600146,5983,64.32,USD,2026-08-30 00:54:00
600147,5467,80.35,USD,2026-08-30 06:09:00
600148,7131,180.08,USD,2026-08-30 23:19:00
600149,1044,186.18,USD,2026-08-30 06:45:00
